state,district,tehsil,village_en,lgd_village_code
Telangana,Medak,Chilpched,Faizabad,573544
Telangana,Medak,Chilpched,Gangaram,573547
Telangana,Medak,Chilpched,Gouthapur,573538
Telangana,Medak,Chilpched,Jaggampet,573548
Telangana,Medak,Chilpched,Lingaraoguda,573535
Telangana,Medak,Chilpched,Mangalpally,573539
Telangana,Medak,Chilpched,Rahimguda,573549
Telangana,Medak,Chilpched,Ramdasguda,573537
Telangana,Medak,Chilpched,Seri Faizabad,573543
Telangana,Medak,Chilpched,Somakkapet,573542
Telangana,Medak,Havelighanapur,Ananthasagar,572895
Telangana,Medak,Havelighanapur,Aurangabad,572910
Telangana,Medak,Havelighanapur,Bogada Bhoopathipur,572904
Telangana,Medak,Havelighanapur,Burugupally,572892
Telangana,Medak,Havelighanapur,Byathole,572898
Telangana,Medak,Havelighanapur,Byathole Thimmaipally,572894
Telangana,Medak,Havelighanapur,Fareedpur,572905
Telangana,Medak,Havelighanapur,Gangapur,572896
Telangana,Medak,Havelighanapur,Havelighanpur,572900
Telangana,Medak,Havelighanapur,Kuchanpally,572907
Telangana,Medak,Havelighanapur,Lingasanpally,572899
Telangana,Medak,Havelighanapur,Mirgudpally,572890
Telangana,Medak,Havelighanapur,Mudulwai,572909
Telangana,Medak,Havelighanapur,Muthaipalle,572906
Telangana,Medak,Havelighanapur,Nagapur,572893
Telangana,Medak,Havelighanapur,Rajpet,572891
Telangana,Medak,Havelighanapur,Sardhana,572889
Telangana,Medak,Havelighanapur,Serikuchanpalle,572908
Telangana,Medak,Havelighanapur,Shalipet,572903
Telangana,Medak,Havelighanapur,Shamnapur,572897
Telangana,Medak,Havelighanapur,Suklapet,572901
Telangana,Medak,Havelighanapur,Thogita,572902
Telangana,Medak,Kowdipally,Antharam,573551
Telangana,Medak,Kowdipally,Bujarampet,573526
Telangana,Medak,Kowdipally,Burugadda,962051
Telangana,Medak,Kowdipally,Devalpally,573529
Telangana,Medak,Kowdipally,Dharmasagar,573533
Telangana,Medak,Kowdipally,Kanchanpally,573532
Telangana,Medak,Kowdipally,Kannavaram,573534
Telangana,Medak,Kowdipally,Kottala,962055
Telangana,Medak,Kowdipally,Kowdipally,573530
Telangana,Medak,Kowdipally,Kukatpally,573528
Telangana,Medak,Kowdipally,Lingampally,962052
Telangana,Medak,Kowdipally,Mohammednagar @ Munirai,573552
Telangana,Medak,Kowdipally,Mutrajpally,573557
Telangana,Medak,Kowdipally,Nagasanpally,573554
Telangana,Medak,Kowdipally,Pampally,962083
Telangana,Medak,Kowdipally,Rajilapur,573555
Telangana,Medak,Kowdipally,Rajpet,573558
Telangana,Medak,Kowdipally,Sadashivapalle,962059
Telangana,Medak,Kowdipally,Salabatpur,573550
Telangana,Medak,Kowdipally,Seelampalli,916343
Telangana,Medak,Kowdipally,Thimmapur,573553
Telangana,Medak,Kowdipally,Thunki,573556
Telangana,Medak,Kowdipally,Venkatapur,573559
Telangana,Medak,Kowdipally,Venkatapur,573527
Telangana,Medak,Kowdipally,Yelmakanna,573531
Telangana,Medak,Kulcharam,Amsanpally,573195
Telangana,Medak,Kulcharam,Appajipally,573190
Telangana,Medak,Kulcharam,Chinnaghanpur,573189
Telangana,Medak,Kulcharam,Etigadda Mahmmadapur,573181
Telangana,Medak,Kulcharam,Kistapur,573193
Telangana,Medak,Kulcharam,Konapur,573180
Telangana,Medak,Kulcharam,Kongode,573197
Telangana,Medak,Kulcharam,Kulcharam,573188
Telangana,Medak,Kulcharam,Nainjalalpur,573196
Telangana,Medak,Kulcharam,Paithara,573179
Telangana,Medak,Kulcharam,Pothamsettipally,573192
Telangana,Medak,Kulcharam,Pothireddipally,573198
Telangana,Medak,Kulcharam,Rampur,573194
Telangana,Medak,Kulcharam,Rangampet,573183
Telangana,Medak,Kulcharam,Sangaipet,573185
Telangana,Medak,Kulcharam,Serivariguntham,573187
Telangana,Medak,Kulcharam,Thukkapur,573184
Telangana,Medak,Kulcharam,Tummalapally,573199
Telangana,Medak,Kulcharam,Variguntham,573186
Telangana,Medak,Kulcharam,Venkatapur,573191
Telangana,Medak,Kulcharam,Yenigandla,573182
Telangana,Medak,Manoharabad,Chatla Gouraram,573607
Telangana,Medak,Manoharabad,Dharmarajpally,573606
Telangana,Medak,Manoharabad,Jeedipalle,573610
Telangana,Medak,Manoharabad,Kallakal,573612
Telangana,Medak,Manoharabad,Konaipally (Patti Tupran),573608
Telangana,Medak,Manoharabad,Kondapur,573616
Telangana,Medak,Manoharabad,Kucharam,573611
Telangana,Medak,Manoharabad,Lingareddipet,573602
Telangana,Medak,Manoharabad,Manoharabad,573609
Telangana,Medak,Manoharabad,Muppireddipally,573613
Telangana,Medak,Manoharabad,Palat,573603
Telangana,Medak,Manoharabad,Parkibanda,573742
Telangana,Medak,Manoharabad,Potharam,573741
Telangana,Medak,Manoharabad,Ramaipally,573604
Telangana,Medak,Manoharabad,Rangaipally,573615
Telangana,Medak,Manoharabad,Venkatapur Agraharam,573605
Telangana,Medak,Masaipet,Achampet,573575
Telangana,Medak,Masaipet,Chetlathimmaipally,573155
Telangana,Medak,Masaipet,Hakimpet,573576
Telangana,Medak,Masaipet,Koppulapalle,573580
Telangana,Medak,Masaipet,Lingareddipalle,573578
Telangana,Medak,Masaipet,Masaipet,573579
Telangana,Medak,Masaipet,Pothampally,573156
Telangana,Medak,Masaipet,Pothamshetpally,573154
Telangana,Medak,Masaipet,Ramanthapur,573577
Telangana,Medak,Medak,Ausulpalle (Og),572925
Telangana,Medak,Medak,Balanagar,572920
Telangana,Medak,Medak,Chityal,572919
Telangana,Medak,Medak,Jakkannapet,912074
Telangana,Medak,Medak,Khazipalle,572924
Telangana,Medak,Medak,Komtoor,572922
Telangana,Medak,Medak,Makta Bhoopathipur,572913
Telangana,Medak,Medak,Maqdumpur,572916
Telangana,Medak,Medak,Medak (R),572915
Telangana,Medak,Medak,Mombojipally,912075
Telangana,Medak,Medak,Pashapur,572923
Telangana,Medak,Medak,Pathur,572911
Telangana,Medak,Medak,Perur,572917
Telangana,Medak,Medak,Pocharam Tank,912373
Telangana,Medak,Medak,Rajpalle,572921
Telangana,Medak,Medak,Rayalamadugu,572918
Telangana,Medak,Medak,Rayanpalle,572912
Telangana,Medak,Medak,Venkatapur,572914
Telangana,Medak,Narsapur,Achampet,573765
Telangana,Medak,Narsapur,Admapur,573751
Telangana,Medak,Narsapur,Ahmednagar,573749
Telangana,Medak,Narsapur,Awancha,573775
Telangana,Medak,Narsapur,Brahmanpalle,573763
Telangana,Medak,Narsapur,Chinna Chintakunta,573769
Telangana,Medak,Narsapur,Chippalturthi,573753
Telangana,Medak,Narsapur,Dharmaram,573783
Telangana,Medak,Narsapur,Ganyathanda Narsapur,916328
Telangana,Medak,Narsapur,Gollapalle,573762
Telangana,Medak,Narsapur,Hanmanthapur,573766
Telangana,Medak,Narsapur,Ibrahimbad,573750
Telangana,Medak,Narsapur,Jakkupalle,573752
Telangana,Medak,Narsapur,Kagazmaddur,573780
Telangana,Medak,Narsapur,Khazipet,573759
Telangana,Medak,Narsapur,Kondapur,573779
Telangana,Medak,Narsapur,Lingapur,573764
Telangana,Medak,Narsapur,Madapur,573777
Telangana,Medak,Narsapur,Malparthi,573767
Telangana,Medak,Narsapur,Manthoor,573757
Telangana,Medak,Narsapur,Mohamadabad,916335
Telangana,Medak,Narsapur,Mohamadabad Ramjathanda,916334
Telangana,Medak,Narsapur,Mohammadabad @ Janakampet,573756
Telangana,Medak,Narsapur,Moosapet,573755
Telangana,Medak,Narsapur,Nagulpalle,573754
Telangana,Medak,Narsapur,Naimatullaguda,573781
Telangana,Medak,Narsapur,Narayanpur,573768
Telangana,Medak,Narsapur,Narsapur,573778
Telangana,Medak,Narsapur,Nathinoipalle,573782
Telangana,Medak,Narsapur,Pedda Chintakunta,573770
Telangana,Medak,Narsapur,Ramachandrapur,573773
Telangana,Medak,Narsapur,Reddipalle,573758
Telangana,Medak,Narsapur,Rustumpet,573772
Telangana,Medak,Narsapur,Sitarampur,573771
Telangana,Medak,Narsapur,Thirmalapur,573761
Telangana,Medak,Narsapur,Tujalpur,573760
Telangana,Medak,Narsapur,Tuljarampet,573774
Telangana,Medak,Narsapur,Yellapur,573776
Telangana,Medak,Narsingi,Bheemraopalle,573133
Telangana,Medak,Narsingi,Narsampalle,573131
Telangana,Medak,Narsingi,Narsingi,573130
Telangana,Medak,Narsingi,Sankhapur,573160
Telangana,Medak,Narsingi,Seripalle,573164
Telangana,Medak,Narsingi,Valloor,573147
Telangana,Medak,Narsingi,Zapthishivnur,573161
Telangana,Medak,Nizampet,Bachurajpalle,572943
Telangana,Medak,Nizampet,Chelmeda,572939
Telangana,Medak,Nizampet,Kalwakunta,572942
Telangana,Medak,Nizampet,Nandigaon,572938
Telangana,Medak,Nizampet,Narlapur,572948
Telangana,Medak,Nizampet,Naskal,572940
Telangana,Medak,Nizampet,Nizampet,572941
Telangana,Medak,Nizampet,Venkatapur,572949
Telangana,Medak,Papannapet,Ablapur,572877
Telangana,Medak,Papannapet,Annaram,572878
Telangana,Medak,Papannapet,Arkela,572882
Telangana,Medak,Papannapet,Bacharam,572884
Telangana,Medak,Papannapet,Cheekode,572864
Telangana,Medak,Papannapet,Chitriyal,572887
Telangana,Medak,Papannapet,Doulapur,572879
Telangana,Medak,Papannapet,Ellapoor,572875
Telangana,Medak,Papannapet,Enkepalle,572886
Telangana,Medak,Papannapet,Gandharpalle,572873
Telangana,Medak,Papannapet,Kodpak,572888
Telangana,Medak,Papannapet,Kompalle,572863
Telangana,Medak,Papannapet,Kothapalle,572872
Telangana,Medak,Papannapet,Kurthiwada,572870
Telangana,Medak,Papannapet,Lingaipalle,572865
Telangana,Medak,Papannapet,Mallampet,572866
Telangana,Medak,Papannapet,Minpur,572869
Telangana,Medak,Papannapet,Muddapur,572868
Telangana,Medak,Papannapet,Nagsanpalle,572876
Telangana,Medak,Papannapet,Namapur,572885
Telangana,Medak,Papannapet,Narsingi,572883
Telangana,Medak,Papannapet,Papannapet,572880
Telangana,Medak,Papannapet,Podchenpalle,572874
Telangana,Medak,Papannapet,Ramathirtham,572867
Telangana,Medak,Papannapet,Thimmaipalle,572881
Telangana,Medak,Papannapet,Yousufpet,572871
Telangana,Medak,Ramayampet,Akkannapet,572933
Telangana,Medak,Ramayampet,Damaracheru,572934
Telangana,Medak,Ramayampet,Dantepalle,572927
Telangana,Medak,Ramayampet,Dhanthapally,916330
Telangana,Medak,Ramayampet,Dongal Dharmaram,572947
Telangana,Medak,Ramayampet,Jamsing Lingapur,572932
Telangana,Medak,Ramayampet,Katrial,572928
Telangana,Medak,Ramayampet,Komatipalle,572936
Telangana,Medak,Ramayampet,Konapur,572937
Telangana,Medak,Ramayampet,Lakshmapur,572929
Telangana,Medak,Ramayampet,Parvathapur,572926
Telangana,Medak,Ramayampet,Ramayampet,572935
Telangana,Medak,Ramayampet,Rayalapur,572944
Telangana,Medak,Ramayampet,Sadasivnagar,572931
Telangana,Medak,Ramayampet,Sivaipalle,572946
Telangana,Medak,Ramayampet,Sutarpalle,572945
Telangana,Medak,Ramayampet,Thonigandla,572930
Telangana,Medak,Regode,Burhanwadi,573253
Telangana,Medak,Regode,Chowderpalle,573243
Telangana,Medak,Regode,Dosapalle,573251
Telangana,Medak,Regode,Gajwada,573258
Telangana,Medak,Regode,Jagriyal,573247
Telangana,Medak,Regode,Kondapur,573252
Telangana,Medak,Regode,Kothwalpalle,573244
Telangana,Medak,Regode,Lingampalle,573255
Telangana,Medak,Regode,Marpalle,573241
Telangana,Medak,Regode,Pocharam,573240
Telangana,Medak,Regode,Pyararam,573254
Telangana,Medak,Regode,Regode,573242
Telangana,Medak,Regode,R. Itikyal,573248
Telangana,Medak,Regode,Sindole,573256
Telangana,Medak,Regode,Tatpalle,573257
Telangana,Medak,Regode,Timmapur,573245
Telangana,Medak,Regode,Venkatapur [Maktha],573246
Telangana,Medak,Shankarampet (A),Baddaram,572855
Telangana,Medak,Shankarampet (A),Burugupalle,572861
Telangana,Medak,Shankarampet (A),Cheelapalle,572841
Telangana,Medak,Shankarampet (A),Chintal Lakshmapur,572839
Telangana,Medak,Shankarampet (A),Danampalle,572850
Telangana,Medak,Shankarampet (A),Gottimukkala,572856
Telangana,Medak,Shankarampet (A),Jukal,572846
Telangana,Medak,Shankarampet (A),Kamalapur,572853
Telangana,Medak,Shankarampet (A),Kollapalle,572858
Telangana,Medak,Shankarampet (A),Koppole,572845
Telangana,Medak,Shankarampet (A),Kothapet,572844
Telangana,Medak,Shankarampet (A),Maktha Lakshmapur,572859
Telangana,Medak,Shankarampet (A),Malkapur,572854
Telangana,Medak,Shankarampet (A),Marshetpalle,572860
Telangana,Medak,Shankarampet (A),Musapet,572851
Telangana,Medak,Shankarampet (A),Narayanapalle,572843
Telangana,Medak,Shankarampet (A),Ramajipalle,572848
Telangana,Medak,Shankarampet (A),Shankarampet (A) (Ct),572862
Telangana,Medak,Shankarampet (A),Sivaipalle,572849
Telangana,Medak,Shankarampet (A),Tenkati,572838
Telangana,Medak,Shankarampet (A),Thirumalapur,572852
Telangana,Medak,Shankarampet (A),Uthloor,572842
Telangana,Medak,Shankarampet (A),Venkatapur (Katela),572857
Telangana,Medak,Shankarampet (A),Virojipalle,572847
Telangana,Medak,Shankarampet (R),Ambajipet,573172
Telangana,Medak,Shankarampet (R),Chandampet,573174
Telangana,Medak,Shankarampet (R),Chandapur,573175
Telangana,Medak,Shankarampet (R),Dharpalle,573178
Telangana,Medak,Shankarampet (R),Gajgatlapalle,573168
Telangana,Medak,Shankarampet (R),Gavalpalle,573171
Telangana,Medak,Shankarampet (R),Jangrai,573176
Telangana,Medak,Shankarampet (R),Kamaram,573165
Telangana,Medak,Shankarampet (R),Kaslapur,573162
Telangana,Medak,Shankarampet (R),Khajapur,573159
Telangana,Medak,Shankarampet (R),Korivipalle,573167
Telangana,Medak,Shankarampet (R),Madur,573166
Telangana,Medak,Shankarampet (R),Mirzapalle,573163
Telangana,Medak,Shankarampet (R),Shankaraj Kondapur,573170
Telangana,Medak,Shankarampet (R),Shankarampet (R),573173
Telangana,Medak,Shankarampet (R),Suraram,573177
Telangana,Medak,Shankarampet (R),Turkala Mohammedapur,573169
Telangana,Medak,Shivampet,Allipur,573723
Telangana,Medak,Shivampet,Bijilipur,573743
Telangana,Medak,Shivampet,Chandi,573738
Telangana,Medak,Shivampet,Chennapur,573746
Telangana,Medak,Shivampet,Chinnagottimukkala,573736
Telangana,Medak,Shivampet,Donthi,573729
Telangana,Medak,Shivampet,Edulapur,573731
Telangana,Medak,Shivampet,Gangaipalle,573740
Telangana,Medak,Shivampet,Gomaram,573744
Telangana,Medak,Shivampet,Gundlapalle,573727
Telangana,Medak,Shivampet,Jagyathanda,916337
Telangana,Medak,Shivampet,Konthanpalle,573726
Telangana,Medak,Shivampet,Kothapet,573733
Telangana,Medak,Shivampet,Lingojiguda,573722
Telangana,Medak,Shivampet,Maqdumpur,573739
Telangana,Medak,Shivampet,Nawabpet,573747
Telangana,Medak,Shivampet,Pambanda,573724
Telangana,Medak,Shivampet,Pedda Gottimukkala,573745
Telangana,Medak,Shivampet,Pillutla,573734
Telangana,Medak,Shivampet,Pothula Boguda,573725
Telangana,Medak,Shivampet,Ratnapoor,573732
Telangana,Medak,Shivampet,Shabashpalle,573728
Telangana,Medak,Shivampet,Shivampet,573737
Telangana,Medak,Shivampet,Shivampet - Shivampet - II,962014
Telangana,Medak,Shivampet,Sikindlapur,573748
Telangana,Medak,Shivampet,Thimmapur,573735
Telangana,Medak,Shivampet,Usirikapalle,573730
Telangana,Medak,Tekmal,Achannapalle,573206
Telangana,Medak,Tekmal,Bardipur,573214
Telangana,Medak,Tekmal,Bodagat,573201
Telangana,Medak,Tekmal,Bodmatpalle,573213
Telangana,Medak,Tekmal,Dadaipalle,573215
Telangana,Medak,Tekmal,Dhanoora,573218
Telangana,Medak,Tekmal,Eklaspur,573209
Telangana,Medak,Tekmal,Hasanmohmadpalle,573205
Telangana,Medak,Tekmal,Kadloor,573212
Telangana,Medak,Tekmal,Korampalle,573208
Telangana,Medak,Tekmal,Kusangi,573219
Telangana,Medak,Tekmal,Malkapur,573216
Telangana,Medak,Tekmal,Palvancha,573217
Telangana,Medak,Tekmal,Salojipally,916344
Telangana,Medak,Tekmal,Salojipally,916345
Telangana,Medak,Tekmal,Shabad,573203
Telangana,Medak,Tekmal,Tamploor,573211
Telangana,Medak,Tekmal,Tekmal,573210
Telangana,Medak,Tekmal,Yelkurthi,573207
Telangana,Medak,Tekmal,Yellampalle,573204
Telangana,Medak,Tekmal,Yellupet,573202
Telangana,Medak,Tekmal,Yelupugonda,573200
Telangana,Medak,Toopran,Allapur,573601
Telangana,Medak,Toopran,Brahmanapalle,573596
Telangana,Medak,Toopran,Datarpalle,573586
Telangana,Medak,Toopran,Ghanpur,573599
Telangana,Medak,Toopran,Gundareddipalle,573587
Telangana,Medak,Toopran,Hussainpur,573593
Telangana,Medak,Toopran,Immapur,573600
Telangana,Medak,Toopran,Islampur,573585
Telangana,Medak,Toopran,Jandapallyy,573583
Telangana,Medak,Toopran,Kistapur,573591
Telangana,Medak,Toopran,Konaipalle (Pattibegampet),573589
Telangana,Medak,Toopran,Majeedpally (Dp),912377
Telangana,Medak,Toopran,Malkapur,573588
Telangana,Medak,Toopran,Masjid Palle (Nk),573614
Telangana,Medak,Toopran,Nagulapalle,573584
Telangana,Medak,Toopran,Narsampally Patti Velur,573671
Telangana,Medak,Toopran,Padalpalle,573595
Telangana,Medak,Toopran,Ravelli,573598
Telangana,Medak,Toopran,Toopran,573594
Telangana,Medak,Toopran,Vattur,573582
Telangana,Medak,Toopran,Venkatapur @ Pattitupran,573597
Telangana,Medak,Toopran,Venktaipalle,573590
Telangana,Medak,Toopran,Yavapur,573592
Telangana,Medak,Yeldurthy,Andugulapalle,573567
Telangana,Medak,Yeldurthy,Bandaposanpalle,573562
Telangana,Medak,Yeldurthy,Damarancha,573560
Telangana,Medak,Yeldurthy,Dharmaram,573566
Telangana,Medak,Yeldurthy,Edulapalle,573563
Telangana,Medak,Yeldurthy,Esvantharaopet,573571
Telangana,Medak,Yeldurthy,Hastalpur,573581
Telangana,Medak,Yeldurthy,Kuknoor,573565
Telangana,Medak,Yeldurthy,Manepalle,573568
Telangana,Medak,Yeldurthy,Mangalparthy,573569
Telangana,Medak,Yeldurthy,Mannevar Jalalpur,573570
Telangana,Medak,Yeldurthy,Mellor,573574
Telangana,Medak,Yeldurthy,Peddapur,573573
Telangana,Medak,Yeldurthy,Settipalle Kalan,573561
Telangana,Medak,Yeldurthy,Uppulingapur,573564
Telangana,Medak,Yeldurthy,Yeldurthy,573572
Telangana,Medchal Malkajgiri,Alwal,Akbarja,931496
Telangana,Medchal Malkajgiri,Alwal,Alwal,931491
Telangana,Medchal Malkajgiri,Alwal,Dammaiguda,931493
Telangana,Medchal Malkajgiri,Alwal,Farzanguda,931495
Telangana,Medchal Malkajgiri,Alwal,Kowkoor,931498
Telangana,Medchal Malkajgiri,Alwal,Lothukunta,931492
Telangana,Medchal Malkajgiri,Alwal,Macha Bollaram,931494
Telangana,Medchal Malkajgiri,Alwal,Mahadevpur,931499
Telangana,Medchal Malkajgiri,Alwal,Turkapally,931497
Telangana,Medchal Malkajgiri,Alwal,Yapral,931500
Telangana,Medchal Malkajgiri,Bachupally,Bachupally,574071
Telangana,Medchal Malkajgiri,Bachupally,Nizampet (Og),574078
Telangana,Medchal Malkajgiri,Balanagar,Babbuguda,931507
Telangana,Medchal Malkajgiri,Balanagar,Balanagar,923561
Telangana,Medchal Malkajgiri,Balanagar,Begumpet,931506
Telangana,Medchal Malkajgiri,Balanagar,Fathenagar,931503
Telangana,Medchal Malkajgiri,Balanagar,Ferozguda,931501
Telangana,Medchal Malkajgiri,Balanagar,Hasmathpet,931505
Telangana,Medchal Malkajgiri,Balanagar,Old Bowenpally,931504
Telangana,Medchal Malkajgiri,Balanagar,Zinkalawada,931502
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Bahadurpally,574075
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Bowrampet (Og),574076
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Dommara Pochampally,574074
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Doolapally,574079
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Dundigal (Ct),574070
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Gagilapur (Og),574073
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Kompally,574072
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Mallampet (Og),574077
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Nagaloor,574068
Telangana,Medchal Malkajgiri,Gandimaisamma Dundigal,Shambipur,574069
Telangana,Medchal Malkajgiri,Ghatkesar,Ankushapur,574167
Telangana,Medchal Malkajgiri,Ghatkesar,Annojiguda,574157
Telangana,Medchal Malkajgiri,Ghatkesar,Aushapur,574166
Telangana,Medchal Malkajgiri,Ghatkesar,Edulabad,574169
Telangana,Medchal Malkajgiri,Ghatkesar,Ghatkesar,909533
Telangana,Medchal Malkajgiri,Ghatkesar,Ghatkesar (Ct),574170
Telangana,Medchal Malkajgiri,Ghatkesar,Ismailkhanguda,574154
Telangana,Medchal Malkajgiri,Ghatkesar,Kachwanisingaram,574160
Telangana,Medchal Malkajgiri,Ghatkesar,Kondapur,574165
Telangana,Medchal Malkajgiri,Ghatkesar,Korremul,574163
Telangana,Medchal Malkajgiri,Ghatkesar,Madharam,574168
Telangana,Medchal Malkajgiri,Ghatkesar,Majarguda,574158
Telangana,Medchal Malkajgiri,Ghatkesar,Muthawalliguda,574161
Telangana,Medchal Malkajgiri,Ghatkesar,Narepally,574175
Telangana,Medchal Malkajgiri,Ghatkesar,Padamatisaiguda,574155
Telangana,Medchal Malkajgiri,Ghatkesar,Pocharam,574153
Telangana,Medchal Malkajgiri,Ghatkesar,Prathapsingaram,574162
Telangana,Medchal Malkajgiri,Ghatkesar,Yamnampet,574156
Telangana,Medchal Malkajgiri,Kapra,Cherlapally,962136
Telangana,Medchal Malkajgiri,Kapra,Jawaharnagar (Ct),574137
Telangana,Medchal Malkajgiri,Kapra,Kapra,962077
Telangana,Medchal Malkajgiri,Keesara,Ahmedguda,574151
Telangana,Medchal Malkajgiri,Keesara,Bogaram,574149
Telangana,Medchal Malkajgiri,Keesara,Cheeryal,574145
Telangana,Medchal Malkajgiri,Keesara,Dharmaram,574138
Telangana,Medchal Malkajgiri,Keesara,Godumakunta,574148
Telangana,Medchal Malkajgiri,Keesara,Haridaspally,574147
Telangana,Medchal Malkajgiri,Keesara,Keesara,574142
Telangana,Medchal Malkajgiri,Keesara,Keesara Daira,574143
Telangana,Medchal Malkajgiri,Keesara,Kundanpally,574144
Telangana,Medchal Malkajgiri,Keesara,Nagaram (Ct),574150
Telangana,Medchal Malkajgiri,Keesara,Narsampally,574139
Telangana,Medchal Malkajgiri,Keesara,Rampally,574152
Telangana,Medchal Malkajgiri,Keesara,Rampally Daira,912414
Telangana,Medchal Malkajgiri,Keesara,Thimmaipally,574146
Telangana,Medchal Malkajgiri,Keesara,Yadgarpally (East),574140
Telangana,Medchal Malkajgiri,Keesara,Yadgarpally (West),574141
Telangana,Medchal Malkajgiri,Kukatpally,Allapur,931509
Telangana,Medchal Malkajgiri,Kukatpally,Baghameer,931511
Telangana,Medchal Malkajgiri,Kukatpally,Hydernagar,931512
Telangana,Medchal Malkajgiri,Kukatpally,Kukatpally,923562
Telangana,Medchal Malkajgiri,Kukatpally,Moosapet,931510
Telangana,Medchal Malkajgiri,Kukatpally,Shamshiguda,931513
Telangana,Medchal Malkajgiri,Malkajgiri,Ammuguda,931508
Telangana,Medchal Malkajgiri,Malkajgiri,Malkajgiri,923563
Telangana,Medchal Malkajgiri,Medchal,Akbarjapet,574092
Telangana,Medchal Malkajgiri,Medchal,Athwelli,574094
Telangana,Medchal Malkajgiri,Medchal,Bandakunta,574082
Telangana,Medchal Malkajgiri,Medchal,Bandamadaram,574083
Telangana,Medchal Malkajgiri,Medchal,Dabilpur,574095
Telangana,Medchal Malkajgiri,Medchal,Ghanpur,574106
Telangana,Medchal Malkajgiri,Medchal,Girmapur,574096
Telangana,Medchal Malkajgiri,Medchal,Gosaiguda,574107
Telangana,Medchal Malkajgiri,Medchal,Gowdavelli,574098
Telangana,Medchal Malkajgiri,Medchal,Gundlapochampally,574099
Telangana,Medchal Malkajgiri,Medchal,Kandlakoya,574101
Telangana,Medchal Malkajgiri,Medchal,Khajiguda,574100
Telangana,Medchal Malkajgiri,Medchal,Konaipally,574086
Telangana,Medchal Malkajgiri,Medchal,Maisireddypally,574085
Telangana,Medchal Malkajgiri,Medchal,Medchal (Ct),574108
Telangana,Medchal Malkajgiri,Medchal,Muneerabad,574103
Telangana,Medchal Malkajgiri,Medchal,Nuthankal,574084
Telangana,Medchal Malkajgiri,Medchal,Pudur,574104
Telangana,Medchal Malkajgiri,Medchal,Railapur,574097
Telangana,Medchal Malkajgiri,Medchal,Raj Bollaram,574105
Telangana,Medchal Malkajgiri,Medchal,Ravlkole,574089
Telangana,Medchal Malkajgiri,Medchal,Shahajadiguda,574093
Telangana,Medchal Malkajgiri,Medchal,Somaram,574088
Telangana,Medchal Malkajgiri,Medchal,Srirangavaram,574081
Telangana,Medchal Malkajgiri,Medchal,Suthariguda,574102
Telangana,Medchal Malkajgiri,Medchal,Velgalkunta,574080
Telangana,Medchal Malkajgiri,Medchal,Yellampet,574087
Telangana,Medchal Malkajgiri,Medipally,Bibi Shaeb Maqta,573965
Telangana,Medchal Malkajgiri,Medipally,Boduppal (Ct),574171
Telangana,Medchal Malkajgiri,Medipally,Chengicherla (Og),574174
Telangana,Medchal Malkajgiri,Medipally,Gulam Aliguda,574159
Telangana,Medchal Malkajgiri,Medipally,Medipally,574172
Telangana,Medchal Malkajgiri,Medipally,Miyapur (Og),574176
Telangana,Medchal Malkajgiri,Medipally,Parvatapur,574177
Telangana,Medchal Malkajgiri,Medipally,Peerzadiguda,574173
Telangana,Medchal Malkajgiri,Muduchinthalapally,Adraspally,574131
Telangana,Medchal Malkajgiri,Muduchinthalapally,Anantharam,574111
Telangana,Medchal Malkajgiri,Muduchinthalapally,Chinaparvathapur,576451
Telangana,Medchal Malkajgiri,Muduchinthalapally,Jaggamguda,574129
Telangana,Medchal Malkajgiri,Muduchinthalapally,Kesavapur,574136
Telangana,Medchal Malkajgiri,Muduchinthalapally,Keshawaram,574117
Telangana,Medchal Malkajgiri,Muduchinthalapally,Kolthur,574110
Telangana,Medchal Malkajgiri,Muduchinthalapally,Lakshmapur,574113
Telangana,Medchal Malkajgiri,Muduchinthalapally,Lingapur,574116
Telangana,Medchal Malkajgiri,Muduchinthalapally,Mooduchintalaphally,574114
Telangana,Medchal Malkajgiri,Muduchinthalapally,Nagisettipally,574132
Telangana,Medchal Malkajgiri,Muduchinthalapally,Narayanpur,574112
Telangana,Medchal Malkajgiri,Muduchinthalapally,Potharam,574115
Telangana,Medchal Malkajgiri,Muduchinthalapally,Sampanbole,574118
Telangana,Medchal Malkajgiri,Muduchinthalapally,Uddemarry,574133
Telangana,Medchal Malkajgiri,Muduchinthalapally,Usharpally,574134
Telangana,Medchal Malkajgiri,Muduchinthalapally,Yakutpur,574135
Telangana,Medchal Malkajgiri,Qutballapur,Gajularamaram,923559
Telangana,Medchal Malkajgiri,Qutballapur,Jeedimetla,962133
Telangana,Medchal Malkajgiri,Qutballapur,Namdarnagar,962111
Telangana,Medchal Malkajgiri,Qutballapur,Pet Basheerabad,962106
Telangana,Medchal Malkajgiri,Qutballapur,Quthbullapur,962104
